Referrer Zip Code,Days between Records Requested and Received Median,Days between Records Requested and Received Q1,Days between Records Requested and Received Q3,Days between Records Requested and Received Iqr,Days between Films Requested and Received Median,Days between Films Requested and Received Q1,Days between Films Requested and Received Q3,Days between Films Requested and Received Iqr,Days between Initial Contact and IV Median,Days between Initial Contact and IV Q1,Days between Initial Contact and IV Q3,Days between Initial Contact and IV Iqr,Days between Initial Contact and Surgery Median,Days between Initial Contact and Surgery Q1,Days between Initial Contact and Surgery Q3,Days between Initial Contact and Surgery Iqr,Number of Records
29940,1218.0,1218.0,1218.0,0.0,1218.0,1218.0,1218.0,0.0,,,,,,,,,1
30076,,,,,,,,,64.0,64.0,64.0,0.0,,,,,1
30084,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
30087,14.0,14.0,14.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
30101,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,61.0,61.0,61.0,0.0,63.0,63.0,63.0,0.0,1
30126,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,75.0,75.0,75.0,0.0,76.0,76.0,76.0,0.0,1
30024,,,,,,,,,75.0,75.0,75.0,0.0,,,,,1
30033,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,127.0,127.0,127.0,0.0,,,,,1
30047,6.0,6.0,6.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
32765,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,33.0,33.0,33.0,0.0,,,,,1
32821,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
32835,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,,,,,,,,,1
32927,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,,,,,,,,,1
32225,3.0,3.0,3.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
32256,,,,,,,,,,,,,,,,,1
32259,,,,,,,,,,,,,,,,,1
32329,,,,,,,,,,,,,,,,,1
32937,,,,,,,,,,,,,6.0,6.0,6.0,0.0,1
32951,,,,,,,,,,,,,,,,,1
32966,14.0,14.0,14.0,0.0,,,,,,,,,,,,,1
33012,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,68.0,68.0,68.0,0.0,,,,,1
32566,,,,,,,,,51.0,51.0,51.0,0.0,52.0,52.0,52.0,0.0,1
32707,8.0,8.0,8.0,0.0,,,,,,,,,,,,,1
32746,,,,,,,,,,,,,,,,,1
32751,,,,,,,,,,,,,,,,,1
30656,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,35.0,35.0,35.0,0.0,,,,,1
30268,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,111.0,111.0,111.0,0.0,,,,,1
30307,,,,,,,,,,,,,,,,,1
30309,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
30329,22.0,22.0,22.0,0.0,21.0,21.0,21.0,0.0,59.0,59.0,59.0,0.0,,,,,1
30344,,,,,,,,,,,,,,,,,1
32931,,,,,,,,,,,,,,,,,1
32934,,,,,12.0,12.0,12.0,0.0,,,,,,,,,1
31032,,,,,5.0,5.0,5.0,0.0,62.0,62.0,62.0,0.0,,,,,1
30518,,,,,,,,,,,,,,,,,1
30519,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,55.0,55.0,55.0,0.0,,,,,1
30520,,,,,,,,,,,,,,,,,1
30525,,,,,,,,,,,,,,,,,1
30534,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,23.0,23.0,23.0,0.0,24.0,24.0,24.0,0.0,1
30558,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
30576,,,,,,,,,,,,,,,,,1
33073,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,,,,,,,,,1
33129,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
33138,,,,,,,,,,,,,,,,,1
33139,24.0,24.0,24.0,0.0,24.0,24.0,24.0,0.0,58.0,58.0,58.0,0.0,59.0,59.0,59.0,0.0,1
33143,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,1
33016,,,,,,,,,,,,,,,,,1
33021,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,,,,,,,,,1
33023,,,,,6.0,6.0,6.0,0.0,43.0,43.0,43.0,0.0,44.0,44.0,44.0,0.0,1
33165,2.0,2.0,2.0,0.0,,,,,,,,,,,,,1
33174,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,78.0,78.0,78.0,0.0,79.0,79.0,79.0,0.0,1
33180,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,300.0,300.0,300.0,0.0,301.0,301.0,301.0,0.0,1
33186,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,1
33193,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,-3569.0,-3569.0,-3569.0,0.0,84.0,84.0,84.0,0.0,1
33196,,,,,11.0,11.0,11.0,0.0,,,,,,,,,1
33319,,,,,,,,,,,,,,,,,1
33071,,,,,,,,,63.0,63.0,63.0,0.0,,,,,1
32174,,,,,20.0,20.0,20.0,0.0,,,,,,,,,1
32224,,,,,,,,,49.0,49.0,49.0,0.0,,,,,1
33324,,,,,,,,,29.0,29.0,29.0,0.0,30.0,30.0,30.0,0.0,1
33327,27.0,27.0,27.0,0.0,,,,,,,,,,,,,1
33414,,,,,,,,,,,,,,,,,1
33418,11.0,11.0,11.0,0.0,15.0,15.0,15.0,0.0,58.0,58.0,58.0,0.0,,,,,1
33426,,,,,,,,,,,,,,,,,1
33431,,,,,,,,,,,,,12.0,12.0,12.0,0.0,1
32334,,,,,,,,,,,,,,,,,1
32507,63.0,63.0,63.0,0.0,63.0,63.0,63.0,0.0,83.0,83.0,83.0,0.0,84.0,84.0,84.0,0.0,1
32526,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,64.0,64.0,64.0,0.0,,,,,1
32561,1.0,1.0,1.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
32004,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,49.0,49.0,49.0,0.0,,,,,1
32073,,,,,,,,,98.0,98.0,98.0,0.0,99.0,99.0,99.0,0.0,1
32086,,,,,3.0,3.0,3.0,0.0,,,,,,,,,1
32092,,,,,,,,,,,,,,,,,1
33706,,,,,,,,,,,,,,,,,1
33770,,,,,,,,,,,,,,,,,1
33771,146.0,146.0,146.0,0.0,158.0,158.0,158.0,0.0,194.0,194.0,194.0,0.0,,,,,1
33803,10.0,10.0,10.0,0.0,24.0,24.0,24.0,0.0,,,,,,,,,1
33445,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,58.0,58.0,58.0,0.0,,,,,1
33477,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,40.0,40.0,40.0,0.0,41.0,41.0,41.0,0.0,1
33544,,,,,,,,,48.0,48.0,48.0,0.0,,,,,1
33556,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,38.0,38.0,38.0,0.0,39.0,39.0,39.0,0.0,1
33908,,,,,,,,,,,,,,,,,1
33917,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,40.0,40.0,40.0,0.0,,,,,1
33948,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,1
33950,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,51.0,51.0,51.0,0.0,,,,,1
33967,,,,,,,,,,,,,,,,,1
33618,12.0,12.0,12.0,0.0,20.0,20.0,20.0,0.0,103.0,103.0,103.0,0.0,,,,,1
33647,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
33704,,,,,,,,,28.0,28.0,28.0,0.0,29.0,29.0,29.0,0.0,1
34202,1.0,1.0,1.0,0.0,8.0,8.0,8.0,0.0,57.0,57.0,57.0,0.0,,,,,1
34224,4.0,4.0,4.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
34234,,,,,,,,,,,,,,,,,1
34238,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,57.0,57.0,57.0,0.0,58.0,58.0,58.0,0.0,1
34442,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,49.0,49.0,49.0,0.0,50.0,50.0,50.0,0.0,1
33807,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,,,,,,,,,1
33905,5.0,5.0,5.0,0.0,7.0,7.0,7.0,0.0,41.0,41.0,41.0,0.0,42.0,42.0,42.0,0.0,1
33907,22.0,22.0,22.0,0.0,25.0,25.0,25.0,0.0,58.0,58.0,58.0,0.0,59.0,59.0,59.0,0.0,1
33025,34.0,34.0,34.0,0.0,34.0,34.0,34.0,0.0,49.0,49.0,49.0,0.0,,,,,1
33026,,,,,,,,,,,,,,,,,1
33027,,,,,,,,,,,,,15.0,15.0,15.0,0.0,1
33032,,,,,8.0,8.0,8.0,0.0,34.0,34.0,34.0,0.0,36.0,36.0,36.0,0.0,1
33063,9.0,9.0,9.0,0.0,28.0,28.0,28.0,0.0,,,,,,,,,1
33990,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,19.0,19.0,19.0,0.0,,,,,1
34108,,,,,,,,,10.0,10.0,10.0,0.0,,,,,1
34120,1.0,1.0,1.0,0.0,11.0,11.0,11.0,0.0,34.0,34.0,34.0,0.0,,,,,1
16105,,,,,,,,,36.0,36.0,36.0,0.0,,,,,1
14445,,,,,,,,,,,,,,,,,1
14534,,,,,,,,,35.0,35.0,35.0,0.0,36.0,36.0,36.0,0.0,1
14610,,,,,,,,,22.0,22.0,22.0,0.0,23.0,23.0,23.0,0.0,1
14612,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,65.0,65.0,65.0,0.0,,,,,1
14735,13.0,13.0,13.0,0.0,,,,,,,,,,,,,1
14883,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,222.0,222.0,222.0,0.0,,,,,1
15012,,,,,,,,,125.0,125.0,125.0,0.0,,,,,1
17013,,,,,,,,,,,,,,,,,1
15217,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,,,,,34.0,34.0,34.0,0.0,1
15235,13.0,13.0,13.0,0.0,14.0,14.0,14.0,0.0,63.0,63.0,63.0,0.0,,,,,1
15301,,,,,,,,,,,,,,,,,1
15419,,,,,,,,,,,,,,,,,1
15636,3.0,3.0,3.0,0.0,,,,,36.0,36.0,36.0,0.0,,,,,1
15942,21.0,21.0,21.0,0.0,19.0,19.0,19.0,0.0,60.0,60.0,60.0,0.0,63.0,63.0,63.0,0.0,1
16046,,,,,,,,,12.0,12.0,12.0,0.0,,,,,1
36526,,,,,,,,,,,,,,,,,1
16148,75.0,75.0,75.0,0.0,50.0,50.0,50.0,0.0,,,,,,,,,1
16301,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,41.0,41.0,41.0,0.0,,,,,1
16374,4.0,4.0,4.0,0.0,,,,,54.0,54.0,54.0,0.0,,,,,1
16413,,,,,,,,,,,,,,,,,1
16421,95.0,95.0,95.0,0.0,,,,,,,,,,,,,1
16701,17.0,17.0,17.0,0.0,13.0,13.0,13.0,0.0,56.0,56.0,56.0,0.0,,,,,1
16823,,,,,,,,,,,,,,,,,1
33572,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,,,,,,,,,1
33594,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,78.0,78.0,78.0,0.0,83.0,83.0,83.0,0.0,1
33613,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,37.0,37.0,37.0,0.0,,,,,1
35956,,,,,,,,,,,,,,,,,1
36117,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,65.0,65.0,65.0,0.0,66.0,66.0,66.0,0.0,1
36330,,,,,,,,,,,,,,,,,1
36432,8.0,8.0,8.0,0.0,,,,,21.0,21.0,21.0,0.0,23.0,23.0,23.0,0.0,1
36507,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,40.0,40.0,40.0,0.0,41.0,41.0,41.0,0.0,1
34748,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,58.0,58.0,58.0,0.0,,,,,1
34771,19.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0,46.0,46.0,46.0,0.0,,,,,1
35042,8.0,8.0,8.0,0.0,,,,,,,,,,,,,1
35049,42.0,42.0,42.0,0.0,42.0,42.0,42.0,0.0,,,,,,,,,1
35080,,,,,,,,,,,,,,,,,1
35085,,,,,,,,,,,,,,,,,1
35115,,,,,,,,,,,,,,,,,1
37640,14.0,14.0,14.0,0.0,63.0,63.0,63.0,0.0,97.0,97.0,97.0,0.0,,,,,1
35905,,,,,,,,,,,,,,,,,1
35146,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,43.0,43.0,43.0,0.0,44.0,44.0,44.0,0.0,1
35224,26.0,26.0,26.0,0.0,26.0,26.0,26.0,0.0,49.0,49.0,49.0,0.0,50.0,50.0,50.0,0.0,1
35244,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,104.0,104.0,104.0,0.0,187.0,187.0,187.0,0.0,1
35475,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
35490,,,,,,,,,15.0,15.0,15.0,0.0,21.0,21.0,21.0,0.0,1
35601,,,,,,,,,,,,,,,,,1
34470,2.0,2.0,2.0,0.0,,,,,,,,,,,,,1
36575,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,47.0,47.0,47.0,0.0,,,,,1
35634,51.0,51.0,51.0,0.0,51.0,51.0,51.0,0.0,71.0,71.0,71.0,0.0,72.0,72.0,72.0,0.0,1
35670,,,,,,,,,,,,,,,,,1
35749,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,21.0,21.0,21.0,0.0,,,,,1
35757,3.0,3.0,3.0,0.0,7.0,7.0,7.0,0.0,47.0,47.0,47.0,0.0,,,,,1
35801,,,,,,,,,7.0,7.0,7.0,0.0,,,,,1
35803,7.0,7.0,7.0,0.0,,,,,,,,,,,,,1
35806,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1
15068,33.0,33.0,33.0,0.0,3.0,3.0,3.0,0.0,117.0,117.0,117.0,0.0,,,,,1
18069,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,152.0,152.0,152.0,0.0,,,,,1
18103,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
18109,3.0,3.0,3.0,0.0,8.0,8.0,8.0,0.0,33.0,33.0,33.0,0.0,34.0,34.0,34.0,0.0,1
18240,,,,,,,,,75.0,75.0,75.0,0.0,,,,,1
18436,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,61.0,61.0,61.0,0.0,,,,,1
18603,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,83.0,83.0,83.0,0.0,,,,,1
18641,343.0,343.0,343.0,0.0,343.0,343.0,343.0,0.0,,,,,,,,,1
37873,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,27.0,27.0,27.0,0.0,,,,,1
37877,,,,,,,,,14.0,14.0,14.0,0.0,,,,,1
37757,19.0,19.0,19.0,0.0,16.0,16.0,16.0,0.0,56.0,56.0,56.0,0.0,82.0,82.0,82.0,0.0,1
37765,,,,,6.0,6.0,6.0,0.0,42.0,42.0,42.0,0.0,,,,,1
37774,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,37.0,37.0,37.0,0.0,38.0,38.0,38.0,0.0,1
37801,1.0,1.0,1.0,0.0,8.0,8.0,8.0,0.0,37.0,37.0,37.0,0.0,38.0,38.0,38.0,0.0,1
37681,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,35.0,35.0,35.0,0.0,,,,,1
37683,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,9.0,9.0,0.0,,,,,1
37064,,,,,,,,,,,,,,,,,1
37069,,,,,7.0,7.0,7.0,0.0,48.0,48.0,48.0,0.0,49.0,49.0,49.0,0.0,1
37075,6.0,6.0,6.0,0.0,18.0,18.0,18.0,0.0,,,,,,,,,1
37804,3.0,3.0,3.0,0.0,,,,,,,,,,,,,1
37810,2.0,2.0,2.0,0.0,13.0,13.0,13.0,0.0,64.0,64.0,64.0,0.0,65.0,65.0,65.0,0.0,1
37841,5.0,5.0,5.0,0.0,,,,,,,,,,,,,1
37862,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
37865,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,,,,,,,,,1
37130,,,,,,,,,,,,,,,,,1
37138,,,,,,,,,,,,,,,,,1
37167,1.0,1.0,1.0,0.0,,,,,49.0,49.0,49.0,0.0,50.0,50.0,50.0,0.0,1
37180,32.0,32.0,32.0,0.0,,,,,,,,,,,,,1
37204,,,,,,,,,,,,,,,,,1
36576,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,57.0,57.0,57.0,0.0,,,,,1
36611,,,,,,,,,75.0,75.0,75.0,0.0,,,,,1
36701,,,,,,,,,,,,,,,,,1
37308,,,,,,,,,,,,,,,,,1
37343,29.0,29.0,29.0,0.0,29.0,29.0,29.0,0.0,86.0,86.0,86.0,0.0,,,,,1
37377,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
37379,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
37404,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,41.0,41.0,41.0,0.0,,,,,1
37415,,,,,,,,,,,,,,,,,1
37421,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,71.0,71.0,71.0,0.0,,,,,1
37129,24.0,24.0,24.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
11211,,,,,,,,,26.0,26.0,26.0,0.0,,,,,1
11213,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,29.0,29.0,29.0,0.0,30.0,30.0,30.0,0.0,1
11215,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,47.0,47.0,47.0,0.0,,,,,1
11218,,,,,11.0,11.0,11.0,0.0,,,,,,,,,1
11223,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,76.0,76.0,76.0,0.0,77.0,77.0,77.0,0.0,1
10952,-350.0,-350.0,-350.0,0.0,22.0,22.0,22.0,0.0,,,,,,,,,1
10970,,,,,,,,,,,,,,,,,1
10973,,,,,,,,,,,,,,,,,1
11530,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,225.0,225.0,225.0,0.0,,,,,1
11542,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,36.0,36.0,36.0,0.0,,,,,1
11598,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,63.0,63.0,63.0,0.0,64.0,64.0,64.0,0.0,1
11705,6.0,6.0,6.0,0.0,,,,,25.0,25.0,25.0,0.0,,,,,1
11725,,,,,,,,,,,,,,,,,1
11731,34.0,34.0,34.0,0.0,34.0,34.0,34.0,0.0,87.0,87.0,87.0,0.0,90.0,90.0,90.0,0.0,1
12059,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,1
11210,,,,,,,,,,,,,,,,,1
39110,38.0,38.0,38.0,0.0,38.0,38.0,38.0,0.0,,,,,,,,,1
39341,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,14.0,14.0,14.0,0.0,16.0,16.0,16.0,0.0,1
39466,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
39501,,,,,3.0,3.0,3.0,0.0,,,,,,,,,1
39503,,,,,,,,,100.0,100.0,100.0,0.0,,,,,1
39521,,,,,,,,,,,,,,,,,1
39525,4.0,4.0,4.0,0.0,8.0,8.0,8.0,0.0,36.0,36.0,36.0,0.0,,,,,1
11256,,,,,,,,,5.0,5.0,5.0,0.0,7.0,7.0,7.0,0.0,1
37690,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,43.0,43.0,43.0,0.0,,,,,1
37701,1.0,1.0,1.0,0.0,6.0,6.0,6.0,0.0,35.0,35.0,35.0,0.0,,,,,1
37725,,,,,,,,,,,,,,,,,1
37737,2.0,2.0,2.0,0.0,7.0,7.0,7.0,0.0,16.0,16.0,16.0,0.0,,,,,1
37742,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,104.0,104.0,104.0,0.0,,,,,1
37645,0.0,0.0,0.0,0.0,,,,,54.0,54.0,54.0,0.0,,,,,1
37657,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,42.0,42.0,42.0,0.0,,,,,1
37658,,,,,13.0,13.0,13.0,0.0,68.0,68.0,68.0,0.0,69.0,69.0,69.0,0.0,1
37914,,,,,,,,,5.0,5.0,5.0,0.0,14.0,14.0,14.0,0.0,1
37923,,,,,,,,,,,,,,,,,1
40330,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,16.0,16.0,16.0,0.0,19.0,19.0,19.0,0.0,1
40339,,,,,,,,,56.0,56.0,56.0,0.0,59.0,59.0,59.0,0.0,1
40342,7.0,7.0,7.0,0.0,11.0,11.0,11.0,0.0,82.0,82.0,82.0,0.0,83.0,83.0,83.0,0.0,1
40351,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,0.0,16.0,16.0,16.0,0.0,1
40383,,,,,,,,,,,,,,,,,1
40403,9.0,9.0,9.0,0.0,7.0,7.0,7.0,0.0,106.0,106.0,106.0,0.0,,,,,1
38821,36.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0,51.0,51.0,51.0,0.0,,,,,1
38901,,,,,,,,,,,,,,,,,1
37930,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,106.0,106.0,106.0,0.0,,,,,1
37938,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,51.0,51.0,51.0,0.0,,,,,1
37939,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,20.0,20.0,20.0,0.0,,,,,1
38116,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,58.0,58.0,58.0,0.0,59.0,59.0,59.0,0.0,1
38138,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,1
37890,1.0,1.0,1.0,0.0,148.0,148.0,148.0,0.0,203.0,203.0,203.0,0.0,,,,,1
17055,,,,,,,,,,,,,,,,,1
17111,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
17201,,,,,,,,,76.0,76.0,76.0,0.0,78.0,78.0,78.0,0.0,1
39532,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,,,,,,,,,1
38558,5.0,5.0,5.0,0.0,,,,,62.0,62.0,62.0,0.0,,,,,1
38583,,,,,,,,,,,,,,,,,1
38611,,,,,,,,,,,,,,,,,1
38654,,,,,,,,,,,,,,,,,1
11000,,,,,,,,,62.0,62.0,62.0,0.0,63.0,63.0,63.0,0.0,1
11118,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
11201,,,,,,,,,,,,,,,,,1
11204,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,159.0,159.0,159.0,0.0,,,,,1
11206,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,1
17032,,,,,,,,,,,,,,,,,1
17044,15.0,15.0,15.0,0.0,49.0,49.0,49.0,0.0,111.0,111.0,111.0,0.0,,,,,1
17050,24.0,24.0,24.0,0.0,70.0,70.0,70.0,0.0,122.0,122.0,122.0,0.0,,,,,1
43971,,,,,,,,,,,,,,,,,1
44040,,,,,,,,,,,,,,,,,1
44072,4.0,4.0,4.0,0.0,,,,,,,,,,,,,1
44108,64.0,64.0,64.0,0.0,99.0,99.0,99.0,0.0,163.0,163.0,163.0,0.0,164.0,164.0,164.0,0.0,1
42567,,,,,,,,,,,,,,,,,1
42784,3.0,3.0,3.0,0.0,,,,,,,,,,,,,1
43050,1.0,1.0,1.0,0.0,8.0,8.0,8.0,0.0,42.0,42.0,42.0,0.0,43.0,43.0,43.0,0.0,1
43065,10.0,10.0,10.0,0.0,49.0,49.0,49.0,0.0,,,,,,,,,1
39564,,,,,,,,,20.0,20.0,20.0,0.0,36.0,36.0,36.0,0.0,1
39572,,,,,,,,,,,,,,,,,1
39730,,,,,,,,,,,,,,,,,1
39759,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
43224,,,,,,,,,,,,,,,,,1
43230,12.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,,,,,,,,,1
43338,,,,,,,,,,,,,,,,,1
43947,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,90.0,90.0,90.0,0.0,,,,,1
40023,,,,,11.0,11.0,11.0,0.0,55.0,55.0,55.0,0.0,,,,,1
40031,11.0,11.0,11.0,0.0,4.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,32.0,32.0,32.0,0.0,1
40047,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,69.0,69.0,69.0,0.0,70.0,70.0,70.0,0.0,1
40059,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,,,,,,,,,1
40075,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,105.0,105.0,105.0,0.0,,,,,1
40109,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
39540,,,,,,,,,43.0,43.0,43.0,0.0,44.0,44.0,44.0,0.0,1
39560,,,,,,,,,,,,,,,,,1
40475,12.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,55.0,55.0,55.0,0.0,56.0,56.0,56.0,0.0,1
40205,10.0,10.0,10.0,0.0,38.0,38.0,38.0,0.0,146.0,146.0,146.0,0.0,147.0,147.0,147.0,0.0,1
40207,,,,,3.0,3.0,3.0,0.0,,,,,8.0,8.0,8.0,0.0,1
40223,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,42.0,42.0,42.0,0.0,43.0,43.0,43.0,0.0,1
40229,13.0,13.0,13.0,0.0,25.0,25.0,25.0,0.0,55.0,55.0,55.0,0.0,,,,,1
40242,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,44.0,44.0,44.0,0.0,47.0,47.0,47.0,0.0,1
39837,6.0,6.0,6.0,0.0,,,,,,,,,,,,,1
40014,,,,,,,,,,,,,,,,,1
46077,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,83.0,83.0,83.0,0.0,,,,,1
45424,5.0,5.0,5.0,0.0,15.0,15.0,15.0,0.0,41.0,41.0,41.0,0.0,,,,,1
45440,1.0,1.0,1.0,0.0,11.0,11.0,11.0,0.0,2696.0,2696.0,2696.0,0.0,,,,,1
45459,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,139.0,139.0,139.0,0.0,,,,,1
45601,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1
45631,,,,,5.0,5.0,5.0,0.0,,,,,,,,,1
45694,2.0,2.0,2.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
44870,,,,,,,,,,,,,,,,,1
41004,,,,,,,,,72.0,72.0,72.0,0.0,73.0,73.0,73.0,0.0,1
41056,,,,,,,,,71.0,71.0,71.0,0.0,,,,,1
45723,10.0,10.0,10.0,0.0,,,,,,,,,,,,,1
45840,,,,,,,,,,,,,,,,,1
46017,,,,,,,,,,,,,,,,,1
46037,,,,,6.0,6.0,6.0,0.0,63.0,63.0,63.0,0.0,64.0,64.0,64.0,0.0,1
46038,,,,,,,,,,,,,,,,,1
